	X	Y0	Y1
221	73.25565685	76.05145346	83.97290473
222	71.35344315	75.94583654	82.28563217
223	58.33513315	62.45742828	71.61689985
224	65.8966999	69.85187231	77.37884373
225	49.73029829	56.67462021	62.1361306
226	67.49906905	70.51259203	78.15820427
227	66.60817796	71.51898351	77.5874194
228	68.63674314	72.2539189	77.53469673
229	66.22494273	69.64504561	76.64904321
230	69.56032954	73.04412021	80.09361081
231	73.86059845	74.59397377	84.33998065
232	75.61796124	76.33209517	83.91565198
233	53.4263636	59.96689556	65.51575119
234	61.35313513	65.18653427	71.65864316
235	70.81074836	74.72871748	80.17582695
236	80.03846618	82.33493884	88.11504052
237	68.27688811	71.44400569	77.75736525
238	69.57158623	72.37412331	77.39330024
239	61.51424461	63.59183687	73.51286082
240	50.23137261	55.05203608	62.0870256
241	56.62667904	62.87937768	68.5463179
242	61.52394734	66.48167222	72.59451819
243	68.09388171	69.2987847	78.80931314
244	60.63897569	65.38944399	71.50250276
245	68.53451019	72.77931055	77.57807152
246	57.84627903	60.62095709	66.93497453
247	62.94983406	67.8700883	72.31906924
248	58.87176521	62.20170367	69.85161218
249	52.7787273	55.43376852	66.449492
250	65.18911206	69.00455528	75.80539876
251	60.96765972	65.13183205	72.72089997
252	56.12679781	60.07977589	67.68039732
253	85.07743524	84.69668418	93.8241164
254	46.56800707	51.10816184	59.58332612
255	50.08581622	55.40955669	63.29831666
256	77.3362275	79.61471739	88.97120727
257	61.89428966	66.55496705	74.25756478
258	62.9779604	65.14929655	72.47275194
259	71.34535156	74.17925813	81.72563358
260	66.33560047	71.12968033	76.83162007
261	67.02281433	69.39350251	75.2102033
262	61.77648181	66.60444232	72.64885089
263	34.3768455	40.8532035	48.01667651
264	72.94009331	76.58410884	82.58477512
265	74.29111238	76.34370542	84.17004684
266	59.44690899	62.56770164	70.07656093
267	65.10551735	69.82655108	75.60746991
268	76.78739917	78.86906736	86.45241909
269	81.60419199	83.71696203	90.91374638
270	61.0888016	66.41074655	72.2341923
271	49.2788622	53.20995852	62.76604055
272	59.40889776	64.36401464	71.18439457
273	72.11826868	74.98927972	82.3853512
274	63.51853584	67.51675513	72.56180031
275	74.25919658	75.57498591	83.52877717
276	51.85132003	57.50587418	63.76926968
277	60.44139959	63.13883912	71.52215083
278	67.21477785	70.64641377	76.50003195
279	55.07098883	59.08018892	66.86165949
280	58.32091987	64.69968204	69.08766354
281	71.2331641	74.19067214	81.20170859
282	55.7645214	60.90417572	69.2107237
283	78.33397188	81.55503043	86.52715706
284	71.01292298	74.18780037	78.9123328
285	79.80792686	81.40687101	88.98320198
286	72.89699996	78.12980233	82.6167511
287	55.93096895	60.33988858	65.13511217
288	53.05389922	56.18626648	63.65178252
289	69.11032944	70.21151255	78.66671473
290	81.08764127	81.48682331	90.51129942
291	63.26334897	67.19225549	74.82513628
292	69.5515533	71.78190081	79.01791452
293	57.0369054	62.16708479	67.00755891
294	62.46867866	65.06931238	72.6096406
295	73.50380835	76.01297782	82.95714066
296	72.14780483	76.10910203	82.23598423
297	52.51465568	57.4501354	65.11503913
298	60.44512539	63.70583864	70.66257456
299	77.45734612	79.25216849	86.16640965
300	85.75085277	86.70076198	92.04015412
301	64.45380342	69.21448024	74.68237595
302	83.95568989	86.55423113	92.88390962
303	64.0542906	69.18801922	74.89080345
304	66.51864941	70.15863141	76.22220642
305	66.34561803	70.22160454	77.27167032
306	62.81936135	65.99651025	76.23451671
307	77.29481684	78.8914213	85.94531409
308	66.18946741	70.25067184	75.09661205
309	52.27342275	57.23279527	64.2135511
310	53.46416641	56.73221822	65.98057967
311	69.47512545	71.47031868	78.56627041
312	56.53233118	61.25333669	68.91192711
313	70.09648043	72.08431545	79.58419776
314	58.54836334	62.65086274	69.37489441
315	68.77662769	71.8932219	79.12887123
316	67.45526878	69.66814754	78.96538752
317	69.38472045	72.12101697	78.50203548
318	50.62462133	54.95359625	62.87922431
319	73.86894092	77.99931244	83.2823769
320	84.88424339	86.69228457	93.77299684
321	69.30394334	72.77324447	80.94350204
322	64.42032568	68.72679295	75.491658
323	62.14244398	65.84012721	73.02609245
324	48.06458095	52.17253375	58.87573564
325	57.46271495	61.63115613	70.36542248
326	49.19735366	54.74312019	60.31989213
327	60.80049435	64.72041602	73.90322974
328	65.56743599	69.62700646	74.78405697
329	71.99216447	74.14089783	82.0958952
330	53.66866309	58.74903842	62.72352474
331	55.88864448	60.11719807	67.30705672
332	57.84366053	61.25285375	69.87261368
333	58.2609982	60.62534764	69.77350543
334	68.66763682	71.02141841	79.06909717
335	66.16206092	67.55752746	77.66297294
336	57.84407478	63.05690287	70.26834683
337	56.4519183	59.76460496	68.01713666
338	71.50706031	74.56111761	82.54859366
339	85.11011803	86.88141183	93.35799185
340	53.23909178	58.07516754	65.12177516
341	82.40846915	82.58133671	91.85601952
342	67.3321161	71.14423075	76.90177114
343	65.21653186	67.32834197	75.31270365
344	62.85262325	65.45131288	74.33330983
345	73.85227234	76.62951745	83.4183573
346	58.74253874	64.37993431	68.54156359
347	49.50983772	54.2097725	60.09108671
348	51.31402887	54.21238403	63.33410926
349	75.57418708	77.16936893	85.62626872
350	67.57677091	69.048752	78.28163214
351	57.00618914	62.39524171	68.52375133
352	65.29525693	67.36329824	74.81823885
353	60.28499094	65.1917229	69.39446312
354	56.32109005	60.67698842	68.59111842
355	65.66104079	69.35502396	75.83424696
356	70.77682203	74.85003472	80.2407545
357	62.67491253	67.57497521	71.10385464
358	83.60358961	84.05491086	92.06891165
359	58.67394938	63.02710048	70.3017054
360	68.19265802	72.50769392	77.41328204
361	50.21638131	55.70571352	62.55284053
362	60.57277089	63.01833959	71.76555758
363	70.2690744	72.12461171	79.14738516
364	55.1202513	58.85037117	64.49863423
365	63.74877117	66.5974609	74.22605409
366	63.91752965	67.26217897	74.46533182
367	65.36950683	67.63371751	75.80117732
368	61.49803287	63.99586085	72.88369327
369	44.34232029	50.25337234	56.50108706
370	81.18679879	82.15371715	89.1978333
371	60.48364388	64.81697407	69.98015374
372	56.65939805	60.44154008	66.63891576
373	57.44640812	61.73646945	68.64735064
374	70.61434658	73.02021108	78.49604709
375	69.78698389	73.76173486	80.66830033
376	68.28314298	72.15080319	77.76745153
377	70.89470379	73.13298103	81.49973836
378	79.60602771	82.96841953	88.22885185
379	63.31492035	66.6359989	73.67436419
380	65.12975584	68.08594622	75.85382943
381	60.21041695	64.92339837	70.76998846
382	75.18669692	77.8225459	84.13434944
383	45.47100493	51.58253286	58.45059999
384	42.59288945	47.39761713	54.36680315
385	58.23717979	60.47167873	68.18085017
386	80.61628777	82.58834503	87.80507667
387	77.45717871	79.26616254	87.24892137
388	79.51160778	82.73788892	89.44440777
389	77.78483762	79.9291957	87.33167397
390	76.66510264	79.5497385	85.46622254
391	58.74380114	62.41744321	69.40408057
392	73.1845973	74.49103254	82.87205878
393	71.30297416	74.17758715	81.941543
394	59.15810285	64.14425393	69.68381044
395	71.18688488	73.13566041	80.95516747
396	57.69197156	62.4836248	67.7209534
397	62.76746723	66.80214364	73.7216767
398	55.08212079	60.96593946	66.39437397
399	47.45338054	55.14788563	60.61779257
400	56.2428276	60.4340703	68.07367985
401	39.21927494	44.62279121	51.19453079
402	61.33956524	65.44373533	72.63998735
403	56.07087149	61.00887025	68.66960002
404	78.95282403	80.60869013	87.03687346
405	63.2414788	67.88857765	75.73521478
406	92.9584365	92.11542899	100.2553817
407	70.40931171	73.56537783	81.69246745
408	77.82605982	80.88219238	88.05309179
409	67.5705283	71.3093821	78.27024281
410	56.27032776	60.72271803	66.31862787
411	54.27302911	57.78857075	65.62206321
412	64.52107934	67.36117191	76.71302907
413	62.63232731	65.00554921	73.55230876
414	63.07842325	67.39617328	74.27864048
415	68.78429233	71.32880217	76.96492457
416	63.60847876	68.96792144	75.84820892
417	62.57539231	67.9544519	71.54270789
418	77.62380833	79.66206738	86.89665343
419	58.4274158	63.11438934	67.32054767
420	57.75514459	60.99514944	68.17795625
421	70.82825884	74.99014191	81.23055261
422	59.66211791	64.14477044	72.19469468
423	64.56251438	68.31418013	75.47968447
424	64.00385584	66.0221297	74.24748769
425	70.64702116	74.44454468	82.07359576
426	80.35693795	83.6305466	90.25000659
427	70.7175831	74.53425612	82.06225072
428	73.72077074	77.55366105	84.15736175
429	78.41167857	82.67893797	85.55952688
430	65.79919849	71.03841819	75.62687254
431	85.19284076	88.57023789	93.18340368
432	52.58370417	58.28025346	63.72691767
433	60.28380991	63.19231121	71.57389207
434	55.82488579	62.06665213	67.19202216
435	76.952895	78.87980064	86.06075055
436	57.08425945	62.86218028	67.04744512
437	64.76005953	67.86822653	75.86182069
438	62.86004229	66.24486654	73.71989349
439	74.80065909	77.27151688	82.58048693
440	69.99083289	75.10910173	79.3119981
441	58.26894697	62.59583186	70.58979842
442	68.71163193	72.91227168	78.55401547
443	49.02962076	53.01720076	61.34089731
444	70.01996772	73.08932841	78.32327839
445	68.10523661	71.50596545	79.99559534
446	63.81676629	67.98215256	73.77469419
447	69.16610856	72.65221096	77.56938815
448	55.57872396	60.71938122	65.73602763
449	67.81717577	71.21868782	79.30552936
450	56.48789851	62.81368924	67.07659479
451	79.94917612	83.14703944	91.49417305
452	66.35043983	68.82601668	78.50739123
453	56.33400452	60.30046814	66.20361814
454	71.3706298	74.19055894	81.56919219
455	73.00581136	75.68704023	83.58719513
456	56.8765564	60.29546428	68.21268611
457	56.40452427	59.71442964	68.86848221
458	64.12504675	68.07460291	75.37992953
459	78.32955894	81.37317111	89.48215748
460	54.99616041	61.72836443	65.71891621
461	67.76257134	72.57519125	79.31867356
462	58.92650285	63.61628637	70.52671124
463	54.51469952	58.30951741	65.45224522
464	69.65332943	72.86577112	80.96107443
465	62.82525852	65.4421497	74.44579072
466	61.56439776	65.35627887	71.97510819
467	54.09169611	60.13257731	65.99043067
468	68.8966672	72.7793106	78.61888813
469	67.39069435	71.37817098	77.12268395
470	73.03890829	77.28224577	82.82436124
471	52.26400292	57.16284655	65.12470353
472	57.69484716	62.03568251	68.83454604
473	79.09994343	83.01652094	87.43392804
474	61.77654165	65.39046448	73.95732405
475	55.64515192	59.85743656	66.2177084
476	45.41001369	48.89566003	57.27880406
477	66.40868433	70.17226069	76.17330938
478	75.12832245	76.83997878	85.13952536
479	87.6031778	88.60704245	97.11782366
480	71.18064456	75.96996073	81.79743935
481	71.63095778	74.68228547	81.91775853
482	67.34043162	69.78878104	76.32470185
483	58.01624129	60.91203275	68.76497267
484	74.93294111	77.03256425	84.88533943
485	55.36219383	62.84757616	66.20428295
486	80.10075321	82.23265902	89.6539777
487	61.45735652	64.55821641	72.90264332
488	63.22731626	68.06974591	74.19187168
489	58.72969555	63.43947961	68.58903094
490	61.25165589	64.07491944	71.09309996
491	56.04750392	59.92493469	66.18958861
492	75.43438292	76.81342303	85.8002973
493	72.2549902	76.02185075	83.89223842
494	56.60180873	60.92763925	70.21602083
495	67.9629297	69.41497549	78.27367357
496	61.92039604	66.59162445	73.41838971
497	69.38498655	73.29673668	79.38127062
498	62.28212851	67.78130422	75.37123921
499	98.06180784	99.70878381	105.0320143
500	77.28282973	79.67779556	86.5693062
501	60.08339566	64.29103788	71.7209008
502	53.74260049	56.97580268	64.81539419
503	57.86603071	62.00504945	69.76000184
504	66.7520952	68.94084679	77.20466902
505	59.55508797	63.17006811	70.92481616
506	62.78025499	66.98180519	73.11762791
507	49.84163812	54.16440476	63.53525767
508	72.36700861	75.05316909	82.19381895
509	65.39067299	69.11381091	75.9211514
510	69.35898038	74.20521692	80.92313704
511	64.0708348	67.80886408	75.35685057
512	68.80306834	71.29080839	80.66255582
513	68.67192954	70.64610746	81.41964247
514	50.88512211	56.06857944	62.82579716
515	55.41794066	58.85116164	66.32620809
516	53.79996394	56.4387873	66.58842822
517	63.88947205	66.58415245	74.66219554
518	62.43925474	65.5678916	72.99820677
519	65.4897873	68.2828486	75.75581326
520	65.21864476	71.84054729	76.25727529
521	71.194554	73.03650039	82.02367716
522	78.55153744	79.34855756	86.92456687
523	69.72145063	73.33312343	80.22090724
524	54.2979236	58.03178421	65.30327195
525	75.71504467	78.45218087	84.81566823
526	60.82676836	63.48654811	71.16610877
527	73.09039775	77.12798378	84.23670023
528	79.41945661	82.63194327	88.14903921
529	76.96367337	81.81323667	85.0337497
530	54.22654065	60.18655724	65.60517767
531	57.16996759	61.30041435	67.85677259
532	67.52834199	71.69512645	78.51746686
533	77.56772806	79.84549919	87.69596726
534	82.27387547	84.5484112	90.7949325
535	58.00121596	61.80185468	70.33673935
536	64.32865207	68.87676039	74.56023294
537	58.9861253	60.79697709	70.17537138
538	56.33186364	59.48927668	68.90791343
539	55.43727509	58.80941957	67.77974377
540	65.31894253	70.10524181	75.37415543
541	56.54771677	60.53655654	68.3536902
542	78.45267578	79.80898768	86.13135761
543	70.45070707	72.87475182	79.24264626
544	56.19328699	59.17418854	69.65596084
545	70.03080917	74.10305389	80.54336966
546	65.65560383	69.08354255	76.41962913
547	59.41849597	62.38307936	70.90388089
548	66.32731448	68.23547027	76.80566279
549	68.65138254	72.58816933	81.97665101
550	52.85236902	55.78627811	64.08442235
551	60.60986225	63.4511256	70.39139416
552	65.69721517	70.04159276	76.43020394
553	61.10044697	64.36537889	71.78510716
554	59.1763825	64.28493044	68.71899814
555	50.07248881	55.2197347	61.15063273
556	84.75084749	85.56195366	94.1441618
557	67.54892845	70.85345085	79.41970365
558	71.59378567	73.64705339	81.62239058
559	60.90066119	64.21542047	71.69750286
560	69.33971723	72.28656695	79.38397466
561	63.80613404	66.9319503	73.26795017
562	73.26584095	76.15470602	81.90436877
563	55.06978176	60.58717611	66.44682003
564	61.74173968	66.60425205	72.63457828
565	61.783706	65.40124043	72.71709144
566	73.04786664	76.52980914	82.97969888
567	59.03492193	61.514982	69.86561085
568	58.78083264	62.30724284	69.0906624
569	61.39523492	65.25176371	71.75005748
570	72.1134977	73.26138554	80.91403809
571	67.97532254	69.61652954	78.0259649
572	81.60466718	84.20053894	91.54169702
573	59.47945606	64.56579913	69.83785621
574	74.93334904	77.8884829	84.94107308
575	59.76424683	62.21971761	74.14124587
576	60.73180995	64.93357851	71.38848847
577	71.8314146	75.6252362	82.13916748
578	71.83403719	74.75355548	82.81257424
579	57.73396433	61.56553442	69.21997518
580	59.39194889	65.27181342	70.90988113
581	66.62669325	69.22030795	77.95980021
582	60.91613713	64.99936262	71.66766948
583	41.14280879	47.65758987	54.16407583
584	71.00316396	73.95703509	80.38926455
585	58.87836737	60.07913137	69.39949691
586	52.89781138	57.51545525	64.34150778
587	80.10416397	83.06425369	91.10967088
588	66.2911992	69.02368766	76.85927831
589	67.93080188	70.01287223	78.1183892
590	60.05891604	64.28612974	71.09343621
591	72.61045792	74.6711999	81.60562493
592	63.42788647	65.96632961	74.46710571
593	62.52104221	66.39059169	75.23157887
594	55.81460591	61.22773229	68.13503565
595	62.21104498	65.4713	73.78746991
596	66.83981947	69.62887683	78.42523444
597	62.87797264	66.15391679	73.82392317
598	64.03740757	68.03597097	74.37203613
599	58.89173819	63.93699272	69.65045385
600	73.85203002	75.64413459	83.06941833
601	61.00009193	65.04934067	73.26462289
602	72.35545927	74.80754977	82.57674468
603	58.11750331	61.04616362	71.50411531
604	62.50553958	66.30696692	72.57440062
605	76.56864469	79.11620746	84.97681408
606	56.69022769	62.4081872	68.98676458
607	47.31522093	53.75927934	60.56741117
608	79.97058598	80.48126235	89.67725296
609	64.19183422	68.89592613	75.47971834
610	61.77491414	64.07397198	72.04264186
611	52.54644903	55.71921616	63.24550232
612	64.28557441	67.39738086	74.3424603
613	60.28532093	65.10056307	71.50846418
614	54.22236142	57.4079632	67.65662337
615	58.99920012	61.95271579	70.18701741
616	55.35389318	60.5585548	66.63647802
617	63.20423198	65.45500537	73.91091841
618	74.54445419	76.48215356	84.36407442
619	71.13402935	75.66671278	81.17972289
620	76.21550847	78.9930643	83.2843741
621	74.2761983	75.81115407	85.3002297
622	60.59159263	64.30215437	70.24180555
623	51.93983126	57.21252438	63.99990412
624	64.09849506	66.64218737	75.57495851
625	71.76916063	74.07532058	82.18787265
626	78.6005338	80.29207575	88.36434882
627	62.02624345	65.22417878	73.63887423
628	58.82926721	62.86682784	70.93130203
629	64.86682891	69.10959259	74.64726102
630	71.79976095	73.99142247	82.76202668
631	56.95289793	60.88388967	68.80671085
632	72.66459901	75.23753397	81.09474628
633	65.68489445	69.12127369	74.00568354
634	64.49646937	69.58978411	76.50927825
635	65.36728677	69.95773987	75.66013485
636	70.91365661	75.3951074	78.97879095
637	68.99427755	71.98912715	79.54807563
638	73.04807746	75.16259432	82.43939396
639	73.39551665	76.4071131	84.0410053
640	75.8487672	80.10259094	85.92645708
641	53.31258956	58.75481151	64.59848784
642	66.34184243	69.33959171	77.41448602
643	65.40235257	69.10410103	76.28520378
644	73.16816651	76.24225098	83.87291562
645	62.20278853	66.41623966	74.23802446
646	59.07008292	63.15709667	69.73837245
647	66.36885375	70.93521254	78.21273179
648	58.63827997	62.09712725	68.95395216
649	64.51547451	68.41806341	75.97927529
650	79.09296105	81.11315021	90.22598828
651	75.7122795	78.48485656	85.56728296
652	64.23627715	67.56219311	76.27853229
653	55.11854648	59.36406559	66.54973153
654	75.70023554	77.44194545	84.33850049
655	53.26070056	58.32928864	65.0548057
656	63.14209782	66.26344236	74.47886577
657	67.92956358	72.94127343	77.26521691
658	64.84016682	67.72737979	75.89218673
659	63.0910499	66.03456966	73.49759035
660	74.90201634	78.1521297	84.40597135
661	62.47868231	66.78311588	72.89530887
662	55.87270833	60.87936517	66.74927888
663	60.59701214	64.14434204	70.90064749
664	73.16675796	74.34639896	82.19454
665	60.83570289	64.69990488	74.66686636
666	77.78240801	79.21806973	87.30587766
667	72.60038907	76.0222389	83.34311003
668	71.8669824	75.5350712	80.94917087
669	67.15863427	70.74945304	77.82728331
670	65.23288741	68.61410784	76.78568316
671	62.38704697	64.50760152	74.48981848
672	69.20073226	72.05424426	79.59491442
673	83.50845287	85.68479213	91.89368876
674	58.96388737	64.98253578	70.78185039
675	68.87927802	73.77536705	79.32119169
676	63.51588299	66.94747307	75.11921299
677	75.10922139	76.4716929	84.43469596
678	73.13478632	75.87723579	83.84104678
679	73.79895883	76.64249045	83.02559268
680	85.283851	85.72396435	96.36532376
681	60.76799416	66.53248566	72.85006004
682	65.85989447	69.56192713	76.51254133
683	59.65805239	63.64412008	69.3995678
684	79.57394862	82.21921236	87.68714388
685	54.80809524	58.0308456	65.65283212
686	72.76210637	76.61204638	81.66086763
687	65.98686034	70.58872583	77.50339218
688	73.19282221	77.71172496	82.81959458
689	68.18328896	72.39123225	79.30231968
690	67.26427462	70.13861618	77.64694284
691	61.43742493	66.14736632	71.445767
692	67.3198657	70.11564045	79.21586838
693	78.83380133	81.37023491	88.23716622
694	53.70429216	60.11047943	65.89352185
695	63.95675969	68.42098096	74.73269524
696	63.97475274	67.41868211	73.84937039
697	58.2022297	62.21742838	70.59002292
698	65.00569115	67.46688525	75.39817899
699	58.35550226	61.59425783	68.53363964
