	X	Z	Yobs
213	63.83465683	1	72.99228175
214	73.68842263	1	83.54900132
215	66.55681092	1	78.08741406
216	55.09616598	1	66.33566899
217	55.05987501	1	66.17524865
218	71.38398044	1	80.4150744
219	67.11858975	1	77.22625453
220	46.57790751	1	58.22058376
221	73.25565685	1	83.97290473
222	71.35344315	0	75.94583654
223	58.33513315	0	62.45742828
224	65.8966999	0	69.85187231
225	49.73029829	1	62.1361306
226	67.49906905	0	70.51259203
227	66.60817796	0	71.51898351
228	68.63674314	0	72.2539189
229	66.22494273	1	76.64904321
230	69.56032954	1	80.09361081
231	73.86059845	0	74.59397377
232	75.61796124	1	83.91565198
233	53.4263636	1	65.51575119
234	61.35313513	1	71.65864316
235	70.81074836	1	80.17582695
236	80.03846618	0	82.33493884
237	68.27688811	0	71.44400569
238	69.57158623	1	77.39330024
239	61.51424461	1	73.51286082
240	50.23137261	1	62.0870256
241	56.62667904	0	62.87937768
242	61.52394734	0	66.48167222
243	68.09388171	1	78.80931314
244	60.63897569	1	71.50250276
245	68.53451019	0	72.77931055
246	57.84627903	1	66.93497453
247	62.94983406	1	72.31906924
248	58.87176521	1	69.85161218
249	52.7787273	1	66.449492
250	65.18911206	1	75.80539876
251	60.96765972	1	72.72089997
252	56.12679781	0	60.07977589
253	85.07743524	1	93.8241164
254	46.56800707	1	59.58332612
255	50.08581622	1	63.29831666
256	77.3362275	0	79.61471739
257	61.89428966	0	66.55496705
258	62.9779604	0	65.14929655
259	71.34535156	1	81.72563358
260	66.33560047	0	71.12968033
261	67.02281433	1	75.2102033
262	61.77648181	0	66.60444232
263	34.3768455	0	40.8532035
264	72.94009331	0	76.58410884
265	74.29111238	1	84.17004684
266	59.44690899	1	70.07656093
267	65.10551735	1	75.60746991
268	76.78739917	0	78.86906736
269	81.60419199	0	83.71696203
270	61.0888016	1	72.2341923
271	49.2788622	0	53.20995852
272	59.40889776	1	71.18439457
273	72.11826868	0	74.98927972
274	63.51853584	1	72.56180031
275	74.25919658	0	75.57498591
276	51.85132003	1	63.76926968
277	60.44139959	1	71.52215083
278	67.21477785	0	70.64641377
279	55.07098883	0	59.08018892
280	58.32091987	0	64.69968204
281	71.2331641	0	74.19067214
282	55.7645214	0	60.90417572
283	78.33397188	0	81.55503043
284	71.01292298	1	78.9123328
285	79.80792686	0	81.40687101
286	72.89699996	0	78.12980233
287	55.93096895	0	60.33988858
288	53.05389922	1	63.65178252
289	69.11032944	0	70.21151255
290	81.08764127	0	81.48682331
291	63.26334897	1	74.82513628
292	69.5515533	1	79.01791452
293	57.0369054	0	62.16708479
294	62.46867866	1	72.6096406
295	73.50380835	0	76.01297782
296	72.14780483	0	76.10910203
297	52.51465568	1	65.11503913
298	60.44512539	0	63.70583864
299	77.45734612	1	86.16640965
300	85.75085277	0	86.70076198
301	64.45380342	1	74.68237595
302	83.95568989	1	92.88390962
303	64.0542906	1	74.89080345
304	66.51864941	1	76.22220642
305	66.34561803	0	70.22160454
306	62.81936135	0	65.99651025
307	77.29481684	0	78.8914213
308	66.18946741	1	75.09661205
309	52.27342275	0	57.23279527
310	53.46416641	0	56.73221822
311	69.47512545	1	78.56627041
312	56.53233118	0	61.25333669
313	70.09648043	0	72.08431545
314	58.54836334	0	62.65086274
315	68.77662769	0	71.8932219
316	67.45526878	0	69.66814754
317	69.38472045	0	72.12101697
318	50.62462133	1	62.87922431
319	73.86894092	0	77.99931244
320	84.88424339	1	93.77299684
321	69.30394334	0	72.77324447
322	64.42032568	1	75.491658
323	62.14244398	1	73.02609245
324	48.06458095	0	52.17253375
325	57.46271495	0	61.63115613
326	49.19735366	1	60.31989213
327	60.80049435	0	64.72041602
328	65.56743599	1	74.78405697
329	71.99216447	0	74.14089783
330	53.66866309	0	58.74903842
331	55.88864448	1	67.30705672
332	57.84366053	1	69.87261368
333	58.2609982	1	69.77350543
334	68.66763682	0	71.02141841
335	66.16206092	0	67.55752746
336	57.84407478	1	70.26834683
337	56.4519183	0	59.76460496
338	71.50706031	1	82.54859366
339	85.11011803	0	86.88141183
340	53.23909178	0	58.07516754
341	82.40846915	0	82.58133671
342	67.3321161	1	76.90177114
343	65.21653186	0	67.32834197
344	62.85262325	0	65.45131288
345	73.85227234	1	83.4183573
346	58.74253874	0	64.37993431
347	49.50983772	1	60.09108671
348	51.31402887	0	54.21238403
349	75.57418708	1	85.62626872
350	67.57677091	1	78.28163214
351	57.00618914	0	62.39524171
352	65.29525693	1	74.81823885
353	60.28499094	1	69.39446312
354	56.32109005	0	60.67698842
355	65.66104079	0	69.35502396
356	70.77682203	1	80.2407545
357	62.67491253	0	67.57497521
358	83.60358961	0	84.05491086
359	58.67394938	0	63.02710048
360	68.19265802	1	77.41328204
361	50.21638131	0	55.70571352
362	60.57277089	0	63.01833959
363	70.2690744	1	79.14738516
364	55.1202513	1	64.49863423
365	63.74877117	1	74.22605409
366	63.91752965	0	67.26217897
367	65.36950683	0	67.63371751
368	61.49803287	1	72.88369327
369	44.34232029	0	50.25337234
370	81.18679879	1	89.1978333
371	60.48364388	1	69.98015374
372	56.65939805	1	66.63891576
373	57.44640812	1	68.64735064
374	70.61434658	1	78.49604709
375	69.78698389	1	80.66830033
376	68.28314298	1	77.76745153
377	70.89470379	0	73.13298103
378	79.60602771	1	88.22885185
379	63.31492035	1	73.67436419
380	65.12975584	1	75.85382943
381	60.21041695	1	70.76998846
382	75.18669692	1	84.13434944
383	45.47100493	0	51.58253286
384	42.59288945	0	47.39761713
385	58.23717979	0	60.47167873
386	80.61628777	1	87.80507667
387	77.45717871	0	79.26616254
388	79.51160778	1	89.44440777
389	77.78483762	1	87.33167397
390	76.66510264	0	79.5497385
391	58.74380114	1	69.40408057
392	73.1845973	0	74.49103254
393	71.30297416	0	74.17758715
394	59.15810285	0	64.14425393
395	71.18688488	0	73.13566041
396	57.69197156	0	62.4836248
397	62.76746723	0	66.80214364
398	55.08212079	0	60.96593946
399	47.45338054	0	55.14788563
400	56.2428276	0	60.4340703
401	39.21927494	0	44.62279121
402	61.33956524	1	72.63998735
403	56.07087149	0	61.00887025
404	78.95282403	1	87.03687346
405	63.2414788	1	75.73521478
406	92.9584365	0	92.11542899
407	70.40931171	1	81.69246745
408	77.82605982	0	80.88219238
409	67.5705283	1	78.27024281
410	56.27032776	0	60.72271803
411	54.27302911	0	57.78857075
412	64.52107934	1	76.71302907
413	62.63232731	0	65.00554921
414	63.07842325	1	74.27864048
415	68.78429233	0	71.32880217
416	63.60847876	1	75.84820892
417	62.57539231	0	67.9544519
418	77.62380833	1	86.89665343
419	58.4274158	1	67.32054767
420	57.75514459	1	68.17795625
421	70.82825884	0	74.99014191
422	59.66211791	1	72.19469468
423	64.56251438	0	68.31418013
424	64.00385584	0	66.0221297
425	70.64702116	0	74.44454468
426	80.35693795	1	90.25000659
427	70.7175831	0	74.53425612
428	73.72077074	0	77.55366105
429	78.41167857	0	82.67893797
430	65.79919849	1	75.62687254
431	85.19284076	1	93.18340368
432	52.58370417	1	63.72691767
433	60.28380991	0	63.19231121
434	55.82488579	0	62.06665213
435	76.952895	0	78.87980064
436	57.08425945	1	67.04744512
437	64.76005953	0	67.86822653
438	62.86004229	0	66.24486654
439	74.80065909	0	77.27151688
440	69.99083289	1	79.3119981
441	58.26894697	0	62.59583186
442	68.71163193	0	72.91227168
443	49.02962076	1	61.34089731
444	70.01996772	1	78.32327839
445	68.10523661	1	79.99559534
446	63.81676629	1	73.77469419
447	69.16610856	1	77.56938815
448	55.57872396	1	65.73602763
449	67.81717577	0	71.21868782
450	56.48789851	0	62.81368924
451	79.94917612	1	91.49417305
452	66.35043983	0	68.82601668
453	56.33400452	0	60.30046814
454	71.3706298	0	74.19055894
455	73.00581136	0	75.68704023
456	56.8765564	1	68.21268611
457	56.40452427	0	59.71442964
458	64.12504675	0	68.07460291
459	78.32955894	1	89.48215748
460	54.99616041	1	65.71891621
461	67.76257134	0	72.57519125
462	58.92650285	0	63.61628637
463	54.51469952	0	58.30951741
464	69.65332943	0	72.86577112
465	62.82525852	1	74.44579072
466	61.56439776	1	71.97510819
467	54.09169611	1	65.99043067
468	68.8966672	1	78.61888813
469	67.39069435	0	71.37817098
470	73.03890829	1	82.82436124
471	52.26400292	0	57.16284655
472	57.69484716	1	68.83454604
473	79.09994343	1	87.43392804
474	61.77654165	1	73.95732405
475	55.64515192	0	59.85743656
476	45.41001369	1	57.27880406
477	66.40868433	1	76.17330938
478	75.12832245	1	85.13952536
479	87.6031778	1	97.11782366
480	71.18064456	0	75.96996073
481	71.63095778	0	74.68228547
482	67.34043162	0	69.78878104
483	58.01624129	1	68.76497267
484	74.93294111	1	84.88533943
485	55.36219383	1	66.20428295
486	80.10075321	1	89.6539777
487	61.45735652	0	64.55821641
488	63.22731626	1	74.19187168
489	58.72969555	0	63.43947961
490	61.25165589	0	64.07491944
491	56.04750392	1	66.18958861
492	75.43438292	1	85.8002973
493	72.2549902	1	83.89223842
494	56.60180873	0	60.92763925
495	67.9629297	0	69.41497549
496	61.92039604	0	66.59162445
497	69.38498655	1	79.38127062
498	62.28212851	1	75.37123921
499	98.06180784	0	99.70878381
500	77.28282973	1	86.5693062
501	60.08339566	0	64.29103788
502	53.74260049	0	56.97580268
503	57.86603071	0	62.00504945
504	66.7520952	1	77.20466902
505	59.55508797	0	63.17006811
506	62.78025499	1	73.11762791
507	49.84163812	1	63.53525767
508	72.36700861	0	75.05316909
509	65.39067299	0	69.11381091
510	69.35898038	0	74.20521692
511	64.0708348	1	75.35685057
512	68.80306834	0	71.29080839
513	68.67192954	0	70.64610746
514	50.88512211	1	62.82579716
515	55.41794066	1	66.32620809
516	53.79996394	1	66.58842822
517	63.88947205	0	66.58415245
518	62.43925474	1	72.99820677
519	65.4897873	0	68.2828486
520	65.21864476	0	71.84054729
521	71.194554	1	82.02367716
522	78.55153744	0	79.34855756
523	69.72145063	0	73.33312343
524	54.2979236	1	65.30327195
525	75.71504467	0	78.45218087
526	60.82676836	1	71.16610877
527	73.09039775	0	77.12798378
528	79.41945661	0	82.63194327
529	76.96367337	1	85.0337497
530	54.22654065	0	60.18655724
531	57.16996759	1	67.85677259
532	67.52834199	0	71.69512645
533	77.56772806	0	79.84549919
534	82.27387547	1	90.7949325
535	58.00121596	0	61.80185468
536	64.32865207	1	74.56023294
537	58.9861253	1	70.17537138
538	56.33186364	0	59.48927668
539	55.43727509	0	58.80941957
540	65.31894253	1	75.37415543
541	56.54771677	1	68.3536902
542	78.45267578	1	86.13135761
543	70.45070707	0	72.87475182
544	56.19328699	0	59.17418854
545	70.03080917	0	74.10305389
546	65.65560383	0	69.08354255
547	59.41849597	0	62.38307936
548	66.32731448	0	68.23547027
549	68.65138254	0	72.58816933
550	52.85236902	1	64.08442235
551	60.60986225	0	63.4511256
552	65.69721517	0	70.04159276
553	61.10044697	0	64.36537889
554	59.1763825	0	64.28493044
555	50.07248881	0	55.2197347
556	84.75084749	1	94.1441618
557	67.54892845	0	70.85345085
558	71.59378567	1	81.62239058
559	60.90066119	0	64.21542047
560	69.33971723	0	72.28656695
561	63.80613404	1	73.26795017
562	73.26584095	1	81.90436877
563	55.06978176	1	66.44682003
564	61.74173968	0	66.60425205
565	61.783706	1	72.71709144
566	73.04786664	1	82.97969888
567	59.03492193	0	61.514982
568	58.78083264	0	62.30724284
569	61.39523492	0	65.25176371
570	72.1134977	1	80.91403809
571	67.97532254	1	78.0259649
572	81.60466718	0	84.20053894
573	59.47945606	1	69.83785621
574	74.93334904	1	84.94107308
575	59.76424683	1	74.14124587
576	60.73180995	0	64.93357851
577	71.8314146	1	82.13916748
578	71.83403719	1	82.81257424
579	57.73396433	1	69.21997518
580	59.39194889	0	65.27181342
581	66.62669325	0	69.22030795
582	60.91613713	1	71.66766948
583	41.14280879	1	54.16407583
584	71.00316396	0	73.95703509
585	58.87836737	1	69.39949691
586	52.89781138	1	64.34150778
587	80.10416397	0	83.06425369
588	66.2911992	1	76.85927831
589	67.93080188	0	70.01287223
590	60.05891604	1	71.09343621
591	72.61045792	0	74.6711999
592	63.42788647	1	74.46710571
593	62.52104221	0	66.39059169
594	55.81460591	1	68.13503565
595	62.21104498	1	73.78746991
596	66.83981947	1	78.42523444
597	62.87797264	0	66.15391679
598	64.03740757	1	74.37203613
599	58.89173819	1	69.65045385
600	73.85203002	1	83.06941833
601	61.00009193	0	65.04934067
602	72.35545927	0	74.80754977
603	58.11750331	1	71.50411531
604	62.50553958	0	66.30696692
605	76.56864469	1	84.97681408
606	56.69022769	0	62.4081872
607	47.31522093	0	53.75927934
608	79.97058598	0	80.48126235
609	64.19183422	1	75.47971834
610	61.77491414	0	64.07397198
611	52.54644903	1	63.24550232
612	64.28557441	1	74.3424603
613	60.28532093	0	65.10056307
614	54.22236142	1	67.65662337
615	58.99920012	0	61.95271579
616	55.35389318	0	60.5585548
617	63.20423198	0	65.45500537
618	74.54445419	0	76.48215356
619	71.13402935	0	75.66671278
620	76.21550847	0	78.9930643
621	74.2761983	0	75.81115407
622	60.59159263	0	64.30215437
623	51.93983126	1	63.99990412
624	64.09849506	1	75.57495851
625	71.76916063	0	74.07532058
626	78.6005338	0	80.29207575
627	62.02624345	1	73.63887423
628	58.82926721	0	62.86682784
629	64.86682891	0	69.10959259
630	71.79976095	1	82.76202668
631	56.95289793	0	60.88388967
632	72.66459901	1	81.09474628
633	65.68489445	1	74.00568354
634	64.49646937	0	69.58978411
635	65.36728677	1	75.66013485
636	70.91365661	0	75.3951074
637	68.99427755	1	79.54807563
638	73.04807746	1	82.43939396
639	73.39551665	0	76.4071131
640	75.8487672	1	85.92645708
641	53.31258956	1	64.59848784
642	66.34184243	0	69.33959171
643	65.40235257	1	76.28520378
644	73.16816651	1	83.87291562
645	62.20278853	1	74.23802446
646	59.07008292	0	63.15709667
647	66.36885375	1	78.21273179
648	58.63827997	0	62.09712725
649	64.51547451	1	75.97927529
650	79.09296105	1	90.22598828
651	75.7122795	1	85.56728296
652	64.23627715	1	76.27853229
653	55.11854648	0	59.36406559
654	75.70023554	1	84.33850049
655	53.26070056	0	58.32928864
656	63.14209782	0	66.26344236
657	67.92956358	1	77.26521691
658	64.84016682	0	67.72737979
659	63.0910499	1	73.49759035
660	74.90201634	0	78.1521297
661	62.47868231	1	72.89530887
662	55.87270833	0	60.87936517
663	60.59701214	1	70.90064749
664	73.16675796	0	74.34639896
665	60.83570289	0	64.69990488
666	77.78240801	1	87.30587766
667	72.60038907	0	76.0222389
668	71.8669824	1	80.94917087
669	67.15863427	1	77.82728331
670	65.23288741	1	76.78568316
671	62.38704697	1	74.48981848
672	69.20073226	1	79.59491442
673	83.50845287	0	85.68479213
674	58.96388737	1	70.78185039
675	68.87927802	1	79.32119169
676	63.51588299	1	75.11921299
677	75.10922139	1	84.43469596
678	73.13478632	0	75.87723579
679	73.79895883	0	76.64249045
680	85.283851	1	96.36532376
681	60.76799416	1	72.85006004
682	65.85989447	0	69.56192713
683	59.65805239	0	63.64412008
684	79.57394862	1	87.68714388
685	54.80809524	1	65.65283212
686	72.76210637	1	81.66086763
687	65.98686034	0	70.58872583
688	73.19282221	1	82.81959458
689	68.18328896	0	72.39123225
690	67.26427462	0	70.13861618
691	61.43742493	0	66.14736632
692	67.3198657	1	79.21586838
693	78.83380133	0	81.37023491
694	53.70429216	1	65.89352185
695	63.95675969	0	68.42098096
696	63.97475274	0	67.41868211
697	58.2022297	0	62.21742838
698	65.00569115	1	75.39817899
699	58.35550226	1	68.53363964
700	66.63499722	0	70.48710151
701	54.88594059	1	65.29487335
702	62.19536568	1	73.63388819
703	58.14382251	1	69.90783693
704	50.20833243	1	61.62429358
705	58.0049708	1	70.19188933
706	62.70758758	1	74.82312234
707	67.53456014	1	79.98028583
708	70.29079636	1	82.54074649
709	58.08327632	1	70.05843062
710	72.71721866	0	75.50094084
711	88.02956819	0	92.71627564
712	60.25641534	1	71.46533253
713	80.13910786	0	81.46069539
714	57.48846181	1	68.20048043
715	61.02353047	1	72.44501923
716	74.89429945	1	84.90573576
717	51.03313447	0	57.38470783
718	77.12325389	0	78.2948682
719	67.08305181	0	69.16448528
720	57.83204279	1	69.62176773
721	67.8195943	1	77.12897566
722	62.15506456	0	66.45674934
723	70.36801627	1	81.22718079
724	59.56909648	0	63.62707471
725	68.96014519	1	77.91043654
726	55.01834887	1	66.92767765
727	82.33354785	0	82.57747722
728	76.88898845	0	78.64092325
729	60.15353308	0	65.34959143
730	46.64700597	1	57.7153342
731	53.61778686	0	57.87300314
732	65.31470878	1	76.57917692
733	66.98840279	0	69.7753277
734	64.85098123	0	68.50513621
735	67.04420752	0	69.8427101
736	47.64558006	0	52.97020995
737	62.51283178	0	65.77736783
738	62.77721324	1	73.05062891
739	71.49684246	0	74.49011005
740	64.62128625	1	75.11859071
741	64.76342169	1	76.79384118
742	76.70541927	1	85.91876502
743	76.97869654	1	87.10519605
744	73.25201958	1	82.58372605
745	65.77892134	0	69.55319777
746	59.66851653	0	62.71216313
747	51.87185065	1	65.5933738
748	47.4445996	1	57.95550906
749	64.85089857	0	68.1805775
750	77.31761865	1	86.30881329
751	62.15035193	1	73.81800402
752	76.04820975	1	85.72239774
753	76.68803256	1	85.5881054
754	58.13858391	1	67.68753019
755	60.45999044	1	71.72469044
756	71.11992783	0	74.44573871
757	53.93573265	0	59.65624041
758	72.3458102	1	80.6687345
759	56.62085096	1	69.44144861
760	87.4567634	0	87.98037654
761	59.75533684	1	72.34603861
762	63.38628043	1	72.55146229
763	84.29007315	0	86.31247493
764	57.90799506	1	68.90645922
765	59.97520777	0	64.92888848
766	68.59602044	1	79.5752526
767	64.679952	0	67.09217852
768	67.15811729	0	70.42427257
769	79.14083885	0	80.36257383
770	72.73768698	0	76.11870383
771	50.86960454	1	62.65969486
772	63.31762755	0	67.80818061
773	66.15574325	0	70.11458514
774	69.16945343	1	79.10033564
775	68.52169308	0	72.66879339
776	64.26127873	0	67.14106565
777	65.69646167	1	76.78849804
778	65.06862015	1	74.86402381
779	67.20754182	1	79.43822336
780	55.74356393	0	60.45899608
781	62.95452774	0	67.68253456
782	60.23772489	0	65.74213036
783	55.72434207	0	59.84486826
784	79.92756142	0	81.30648299
785	73.87931861	1	83.07945694
786	68.33639384	1	78.01928322
787	57.7011139	0	64.01997134
788	62.96630781	0	65.8587769
789	57.86376744	0	62.38137424
790	50.62616804	1	63.11049516
791	66.81198789	0	71.24912906
792	60.63545013	1	71.6438609
793	71.81068604	1	80.60448331
794	65.6992985	1	76.89266799
795	64.80825933	1	74.81031701
796	73.52950732	0	75.10585717
797	57.53360004	1	68.1078997
798	74.99412785	0	79.90328622
799	75.7019892	1	84.91275624
800	52.87450806	0	57.68048595
801	65.7864811	1	76.70611374
802	53.85402467	0	57.35182523
803	70.40897761	0	73.94211054
804	40.81105146	1	55.20466664
805	56.79356206	0	61.84170147
806	58.03624816	0	61.53023855
807	66.77958551	0	70.93134405
808	66.52813648	0	68.49328701
809	56.8591668	0	60.54946623
810	65.4874361	0	70.38749007
811	63.24141873	0	65.58559629
812	64.9302528	0	69.40635375
813	37.60283411	0	43.11100307
814	56.9105623	1	67.90298227
815	54.68702483	0	60.02174026
816	61.92131182	0	65.46319143
817	62.52688223	0	64.47787043
818	50.7783033	1	63.79224912
819	74.67163231	1	83.52822097
820	58.94140362	0	63.38576199
821	71.57703389	0	75.58157018
822	65.3375278	0	67.97609852
823	58.47756881	1	69.19787228
824	85.57857393	0	86.95480247
825	77.73298404	0	80.85371259
826	81.58991554	1	90.54954495
827	54.07538196	0	57.99081762
828	52.59093579	0	56.61068653
829	50.08485968	0	52.8852076
830	68.08564458	0	70.62486885
831	63.57510944	1	72.84322028
832	67.63314498	1	76.96726617
833	62.9068346	0	65.32564316
834	66.52178222	1	76.77768335
835	47.81938293	1	60.51048479
836	64.65696267	0	68.19236352
837	73.59927149	1	82.72939811
838	72.98905371	1	81.74832886
839	56.41229503	0	60.58615729
840	60.65725406	0	63.84604397
841	53.41642853	1	65.21113548
842	72.24175683	1	82.49585048
843	82.97706813	0	84.23416742
844	60.11630137	0	61.18675326
845	64.248423	0	68.47406091
846	62.77669297	1	73.90989394
847	64.59062744	0	70.24410212
848	62.21989938	1	72.68536844
849	49.15731547	0	54.48790774
850	85.78164803	1	95.09639384
851	58.10438451	0	60.7455487
852	64.75338247	1	77.42347205
853	71.77267643	1	82.14982155
854	73.20278762	0	74.96548555
855	51.4220447	0	56.12199824
856	64.99593759	1	75.06978575
857	47.0367848	0	51.09092369
858	62.95115427	1	73.33427268
859	64.86283589	1	75.20016689
860	70.00078546	0	71.93081164
861	93.98241714	0	95.60104255
862	60.82840555	0	65.41911364
863	51.04032224	0	55.19815136
864	67.68984901	1	78.66679881
865	47.63117483	1	59.67344801
866	63.65441334	1	72.99100572
867	61.25137231	1	71.4000926
868	70.29299818	1	79.57242041
869	77.43414156	1	88.82132748
870	59.217482	1	69.94438304
871	58.76768592	1	68.3538402
872	68.97644551	1	78.5593928
873	65.15559983	0	69.0017409
874	75.70424815	0	78.9326251
